Canonicalized SMILES,Canonicalized Taste,Original Labels,Source,PubChemID,InChI,INCHIKEY
CCC(C)C(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
C=C(C)C(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)C(O)C1(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)CC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(C)(CC)NC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)CC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CC(C)(C)C1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC(C)C1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCC(C)CC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)C(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)CC(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)C(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(C)CC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(CC1CCCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OCC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)C(O)c1ccccc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)c1ccccc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(CCC(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCOC(=O)C(CC)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCOC(=O)C(CCC)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(COc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCOC(=O)CNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCCC(C)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)CC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)CC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOCCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)CC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(CCCNC(C)=O)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)CCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(CCCCNC(C)=O)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CC2CCC1C2,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)NC(=O)C(C1CC1)C1CC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)NC(=O)C(C)(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(COC(=O)C1CCC1C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(COC(=O)C1CC1C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)C(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NC(CO)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(COC(=O)C1CCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)C(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=O)c1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
C=CC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1C2(C)CCC(C2)C1(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NC(CO)Cc1ccc(O)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC2CCC1(C)C2(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(CSC(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)OC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NCCOC(=O)C1CCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NCC(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NCCOC(=O)C1CC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)OC(=O)C(C)CNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NCCCc1ccco1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(CNC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(CSC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)COC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)OC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(CC)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CCC(C)OC(=O)CC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(=O)C(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(CC(=O)OC(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(CC(=O)O)C(=O)NCCC1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,21450044,,
CCCCCCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,53928230,,
CCCCCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,53691515,,
CCOC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,64894776,,
NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,"Sweet, Sweetness",ChemTastesDB,18380350,,
COC(=O)CNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,53859782,,
COC(=O)C(CC1CCCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,19076728,,
COC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,54461825,,
COC(=O)CCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,54233327,,
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,44319064,,
COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,19365633,,
CC(Cc1ccc(F)cc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,64894788,,
NC(CC(=O)O)C(=O)NCCc1ccc(F)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,21433499,,
NC(CC(=O)O)C(=O)NCCc1ccc(O)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,21433497,,
CC(CCc1ccco1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,64894196,,
N#Cc1ccc(Br)c(N)c1,sweet,"Sweet, Sweetness",ChemTastesDB,44336425,,
N#Cc1ccc(Cl)c(N)c1,sweet,"Sweet, Sweetness",ChemTastesDB,104464,,
CCOc1ccc(C#N)cc1N,sweet,"Sweet, Sweetness",ChemTastesDB,43518208,,
COc1ccc(C#N)cc1N,sweet,"Sweet, Sweetness",ChemTastesDB,22452557,,
CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,53749569,,
NC(CC(=O)O)C(=O)NCCOc1ccccc1,sweet,"Sweet, Sweetness",ChemTastesDB,53953463,,
CC(CCc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",ChemTastesDB,21433502,,
CCCOc1ccc(C#N)cc1N,sweet,"Sweet, Sweetness",ChemTastesDB,43518337,,
Nc1cccc(C(=O)O)c1,sweet,"Sweet, Sweetness",ChemTastesDB,7419,,
N#Cc1cccc(N)c1,sweet,"Sweet, Sweetness",ChemTastesDB,16702,,
CC(=C(C)c1nc2c3ccccc3c(S(=O)(=O)[O-])cc2n1Nc1ccccc1)c1ccccc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
NC(=O)c1c(Br)cc(Br)c(C=CC(=O)O)c1Br,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COc1ccc(COc2ccccc2)cc1O,sweet,"Sweet, Sweetness",ChemTastesDB,12259967,,
COc1ccc(COC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
O=C1C(O)C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,440773,,
COc1cc2c(cc1O)C1CCC3(C)CCCC3C1CC2,sweet,"Tasteless; Sweet(3), Sweetness",ChemTastesDB,*,,
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
O=C(O)CNC(=Nc1cccnc1)NCc1ccccc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=Nc1cnc2ccccc2c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
COC(C)C1=CC=C(C)CC1,sweet,"Sweet, Sweetness",ChemTastesDB,101054588,,
COC(C)C1=CCC(C)=CC1,sweet,"Sweet, Sweetness",ChemTastesDB,101054590,,
COC(C)C1CC=C(C)CC1,sweet,"Sweet, Sweetness",ChemTastesDB,101054587,,
CCN(CC)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],sweet,"Sweet, Sweetness",ChemTastesDB,23674647,,
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CCl)C(I)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O,sweet,"Sweet(4); Intensely sweet(2), Sweetness",ChemTastesDB,*,,
OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
Cc1cc(C)nc(NS(=O)(=O)[O-])c1.[Na+],sweet,"Sweet, Sweetness",ChemTastesDB,102006550,,
COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O,sweet,"Sweet; Less sweet, Sweetness",ChemTastesDB,*,,
COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC,sweet,"Sweet; Less sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
O=C1NS(=O)(=O)c2cccc(Cl)c21,sweet,"Sweet, Sweetness",ChemTastesDB,15567171,,
OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCCC2)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCC2)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc3ccccc23)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)C1CCCCC1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)NCC2CCCCC2)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
N#Cc1ccc(N=C(NCC(=O)O)NCc2ccccc2)cc1,sweet,"Sweet, Sweetness",ChemTastesDB,*,,
