,Canonicalized SMILES,Canonicalized Taste,Original Labels,Source
220,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CC(C)(C)C1,sweet,"Sweet, Sweetness",chemtastes_db
221,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,sweet,"Sweet, Sweetness",chemtastes_db
222,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,sweet,"Sweet, Sweetness",chemtastes_db
223,COC(=O)C(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
224,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC(C)C1,sweet,"Sweet, Sweetness",chemtastes_db
225,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCC(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db
226,CC(C)C(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
227,CC(C)CC(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
228,COC(=O)C(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
229,CC(C)C(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",chemtastes_db
230,COC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
231,COC(=O)C(C)CC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
232,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",chemtastes_db
233,CCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
234,CCCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
235,CC(CC1CCCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
236,CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OCC,sweet,"Sweet, Sweetness",chemtastes_db
237,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",chemtastes_db
238,CCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
239,CC(NC(=O)C(N)CC(=O)O)C(O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
240,COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
241,CCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
242,CCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
243,CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
244,CCCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
245,CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
246,COC(=O)C(CCC(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
247,CCCOC(=O)C(CC)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
248,CCCOC(=O)C(CCC)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
249,CC(COc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
250,CC(C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
251,CCCOC(=O)CNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
252,COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",chemtastes_db
253,CCCC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
254,COC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
255,CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",chemtastes_db
256,CCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
257,CCCCCC(C)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
258,CCOC(=O)CC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
259,CCOC(=O)CC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
260,CCOCCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
261,COC(=O)CC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
262,COC(=O)C(CCCNC(C)=O)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
263,CC(C)CCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
264,COC(=O)C(CCCCNC(C)=O)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
265,CCCCCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
266,CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CC2CCC1C2,sweet,"Sweet, Sweetness",chemtastes_db
267,CC(NC(=O)C(N)CC(=O)O)NC(=O)C(C1CC1)C1CC1,sweet,"Sweet, Sweetness",chemtastes_db
268,CC(NC(=O)C(N)CC(=O)O)NC(=O)C(C)(C)C,sweet,"Sweet, Sweetness",chemtastes_db
269,CC(COC(=O)C1CCC1C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
270,CC(COC(=O)C1CC1C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
271,CC(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
272,CCCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
273,CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",chemtastes_db
274,CCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
275,NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCC1,sweet,"Sweet, Sweetness",chemtastes_db
276,CC(C)C(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
277,CCC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
278,CC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
279,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
280,CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
281,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
282,NC(CC(=O)O)C(=O)NC(CO)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
283,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
284,NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCCC1,sweet,"Sweet, Sweetness",chemtastes_db
285,CC(COC(=O)C1CCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
286,CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CCCC1,sweet,"Sweet, Sweetness",chemtastes_db
287,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,sweet,"Sweet, Sweetness",chemtastes_db
288,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,sweet,"Sweet, Sweetness",chemtastes_db
289,NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CC1,sweet,"Sweet, Sweetness",chemtastes_db
290,CC(C)C(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
291,CCC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
292,CC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
293,CCCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
294,CC(NC(=O)c1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
295,C=CC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
296,CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
297,CCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
298,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",chemtastes_db
299,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",chemtastes_db
300,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1C2(C)CCC(C2)C1(C)C,sweet,"Sweet, Sweetness",chemtastes_db
301,NC(CC(=O)O)C(=O)NC(CO)Cc1ccc(O)cc1,sweet,"Sweet, Sweetness",chemtastes_db
302,CCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
303,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC2CCC1(C)C2(C)C,sweet,"Sweet, Sweetness",chemtastes_db
304,COC(=O)C(CSC(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
305,CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
306,CCCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
307,CCCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
308,CCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,sweet,"Sweet, Sweetness",chemtastes_db
309,CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,sweet,"Sweet, Sweetness",chemtastes_db
310,CC(C)OC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
311,CCCC(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
312,NC(CC(=O)O)C(=O)NCCOC(=O)C1CCC1,sweet,"Sweet, Sweetness",chemtastes_db
313,NC(CC(=O)O)C(=O)NCC(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
314,NC(CC(=O)O)C(=O)NCCOC(=O)C1CC1,sweet,"Sweet, Sweetness",chemtastes_db
315,CCC(=O)OCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
316,CC(C)OC(=O)C(C)CNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
317,CCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
318,CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
319,CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
320,NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
321,CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,sweet,"Sweet, Sweetness",chemtastes_db
322,NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCC1,sweet,"Sweet, Sweetness",chemtastes_db
323,CCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db
324,NC(CC(=O)O)C(=O)NCCCc1ccco1,sweet,"Sweet, Sweetness",chemtastes_db
325,COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
326,CC(CNC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,sweet,"Sweet, Sweetness",chemtastes_db
327,CC(C)(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
328,COC(=O)C(CSC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
329,CC(C)COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",chemtastes_db
330,CC(C)COC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
331,CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",chemtastes_db
332,CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",chemtastes_db
333,CC(C)OC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
334,CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",chemtastes_db
335,CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)C,sweet,"Sweet, Sweetness",chemtastes_db
336,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,sweet,"Sweet, Sweetness",chemtastes_db
337,CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
338,CCC(CC)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
339,CC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
340,CCC(C)OC(=O)CC(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
341,CC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
342,COC(=O)C(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
343,CC(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
344,CC(CC(=O)OC(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
345,NC(CC(=O)O)C(=O)NCCC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
346,CCCCCCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
347,CCCCCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
348,CCOC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
349,NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
350,COC(=O)CNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
351,COC(=O)C(CC1CCCCC1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
352,COC(=O)CCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
353,COC(=O)CCCNC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
354,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCC1,sweet,"Sweet, Sweetness",chemtastes_db
355,COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
356,CC(Cc1ccc(F)cc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
357,NC(CC(=O)O)C(=O)NCCc1ccc(F)cc1,sweet,"Sweet, Sweetness",chemtastes_db
358,NC(CC(=O)O)C(=O)NCCc1ccc(O)cc1,sweet,"Sweet, Sweetness",chemtastes_db
359,CC(CCc1ccco1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
360,N#Cc1ccc(Br)c(N)c1,sweet,"Sweet, Sweetness",chemtastes_db
361,N#Cc1ccc(Cl)c(N)c1,sweet,"Sweet, Sweetness",chemtastes_db
362,CCOc1ccc(C#N)cc1N,sweet,"Sweet, Sweetness",chemtastes_db
363,COc1ccc(C#N)cc1N,sweet,"Sweet, Sweetness",chemtastes_db
364,CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
365,NC(CC(=O)O)C(=O)NCCOc1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
366,CC(CCc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
367,CCCOc1ccc(C#N)cc1N,sweet,"Sweet, Sweetness",chemtastes_db
368,Nc1cccc(C(=O)O)c1,sweet,"Sweet, Sweetness",chemtastes_db
369,N#Cc1cccc(N)c1,sweet,"Sweet, Sweetness",chemtastes_db
370,CC(=C(C)c1nc2c3ccccc3c(S(=O)(=O)[O-])cc2n1Nc1ccccc1)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
371,NC(=O)c1c(Br)cc(Br)c(C=CC(=O)O)c1Br,sweet,"Sweet, Sweetness",chemtastes_db
372,COc1ccc(COc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db
373,COc1ccc(COC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db
374,O=C1C(O)C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
375,COc1cc2c(cc1O)C1CCC3(C)CCCC3C1CC2,sweet,"Tasteless; Sweet(3), Sweetness",chemtastes_db
376,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,"Sweet, Sweetness",chemtastes_db
377,O=C(O)CNC(=Nc1cccnc1)NCc1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
378,CC(NC(=Nc1cnc2ccccc2c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
379,OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
380,COC(C)C1=CC=C(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db
381,COC(C)C1=CCC(C)=CC1,sweet,"Sweet, Sweetness",chemtastes_db
382,COC(C)C1CC=C(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db
383,CCN(CC)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],sweet,"Sweet, Sweetness",chemtastes_db
384,OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",chemtastes_db
385,OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",chemtastes_db
386,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
387,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
388,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
389,OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",chemtastes_db
390,OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
391,OCC1OC(OC2(CCl)OC(CCl)C(I)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
392,OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,sweet,"Sweet, Sweetness",chemtastes_db
393,OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I,sweet,"Sweet, Sweetness",chemtastes_db
394,OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
395,OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
396,OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
397,OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O,sweet,"Sweet(4); Intensely sweet(2), Sweetness",chemtastes_db
398,OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O,sweet,"Sweet, Sweetness",chemtastes_db
399,OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
400,Cc1cc(C)nc(NS(=O)(=O)[O-])c1.[Na+],sweet,"Sweet, Sweetness",chemtastes_db
401,COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O,sweet,"Sweet; Less sweet, Sweetness",chemtastes_db
402,COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC,sweet,"Sweet; Less sweet, Sweetness",chemtastes_db
403,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
404,OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",chemtastes_db
405,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
406,OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
407,OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
408,OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
409,OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db
410,OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
411,O=C1NS(=O)(=O)c2cccc(Cl)c21,sweet,"Sweet, Sweetness",chemtastes_db
412,OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
413,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
414,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
415,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
416,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
417,N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc3ccccc23)cc1,sweet,"Sweet, Sweetness",chemtastes_db
418,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
419,CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)C1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db
420,N#Cc1ccc(N=C(NCC(=O)O)NCC2CCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
421,N#Cc1ccc(N=C(NCC(=O)O)NCc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
422,CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
423,COCC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
424,N#Cc1ccc(N=C(NCC(=O)O)NCC23CC4CC(CC(C4)C2)C3)cc1,sweet,"Sweet, Sweetness",chemtastes_db
425,CN(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
426,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
427,N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc(Cl)c2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
428,CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
429,Cc1cccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1,sweet,"Sweet, Sweetness",chemtastes_db
430,N#Cc1ccc(N=C(NCCc2ccccc2)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db
431,Cc1ccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db
432,CCCCC(C)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
433,CCCCCCNC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
434,Cc1ccccc1NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
435,N#Cc1ccc(N=C(NCC(=O)O)Nc2ccc(CO)c(CO)c2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
436,N#Cc1ccc(N=C(NCC(=O)O)NC2CCc3ccccc32)cc1,sweet,"Sweet, Sweetness",chemtastes_db
437,N#Cc1ccc(N=C(NCC(=O)O)Nc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
438,N#Cc1ccc(N=C(NCC(=O)O)NC23CC4CC(CC(C4)C2)C3)cc1,sweet,"Sweet, Sweetness",chemtastes_db
439,N#Cc1ccc(N=C(N)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db
440,CCNC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
441,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)c2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
442,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)Cc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
443,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db
